section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-117_1_E3_RE_SEC-07_local,1,1.0,2.0,98.6,97.8,94.7
BU-117_1_E3_RE_SEC-07_local,2,2.0,2.0,97.4,102.1,103.2
BU-117_1_E3_RE_SEC-07_local,3,3.0,2.0,100.9,104.5,103.4
BU-117_1_E3_RE_SEC-07_local,4,4.0,2.0,101.0,94.9,100.4
BU-117_1_E3_RE_SEC-07_local,5,5.0,2.0,98.7,59.4,52.3
BU-117_1_E3_RE_SEC-07_local,6,6.0,2.0,89.2,21.7,21.2
BU-117_1_E3_RE_SEC-07_local,7,7.0,2.0,79.0,8.2,7.6
BU-117_1_E3_RE_SEC-07_local,8,8.0,2.0,69.9,6.6,5.9
BU-117_1_E3_RE_SEC-07_local,9,9.0,2.0,61.8,8.0,7.4
BU-117_1_E3_RE_SEC-07_local,10,10.0,2.0,55.2,8.8,9.1
