section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-117_1_E3_RE_SEC-09_local,1,1.0,2.0,106.0,100.9,97.5
BU-117_1_E3_RE_SEC-09_local,2,2.0,2.0,99.3,95.1,94.5
BU-117_1_E3_RE_SEC-09_local,3,3.0,2.0,98.7,95.4,95.3
BU-117_1_E3_RE_SEC-09_local,4,4.0,2.0,97.3,52.1,52.6
BU-117_1_E3_RE_SEC-09_local,5,5.0,2.0,84.1,1.9,3.9
BU-117_1_E3_RE_SEC-09_local,6,6.0,2.0,70.0,5.0,7.0
BU-117_1_E3_RE_SEC-09_local,7,7.0,2.0,58.0,3.3,2.3
BU-117_1_E3_RE_SEC-09_local,8,8.0,2.0,50.1,8.9,11.8
BU-117_1_E3_RE_SEC-09_local,9,9.0,2.0,43.4,5.5,4.7
BU-117_1_E3_RE_SEC-09_local,10,10.0,2.0,38.3,10.7,9.1
BU-117_1_E3_RE_SEC-09_local,11,11.0,2.0,35.1,17.6,18.7
