section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-006_1_E1_RE_SEC-04_local,1,1.0,2.0,107.9,98.2,95.2
R-006_1_E1_RE_SEC-04_local,2,2.0,2.0,97.6,81.5,82.8
R-006_1_E1_RE_SEC-04_local,3,3.0,2.0,90.0,68.7,68.1
R-006_1_E1_RE_SEC-04_local,4,4.0,2.0,83.1,61.7,61.7
R-006_1_E1_RE_SEC-04_local,5,5.0,2.0,78.6,59.2,60.1
R-006_1_E1_RE_SEC-04_local,6,6.0,2.0,75.0,51.2,49.3
R-006_1_E1_RE_SEC-04_local,7,7.0,2.0,70.6,44.7,43.8
R-006_1_E1_RE_SEC-04_local,8,8.0,2.0,67.5,45.2,45.5
R-006_1_E1_RE_SEC-04_local,9,9.0,2.0,65.0,46.3,46.1
R-006_1_E1_RE_SEC-04_local,10,10.0,2.0,63.2,48.6,49.1
R-006_1_E1_RE_SEC-04_local,11,11.0,2.0,61.9,53.6,52.7
