section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-006_1_E1_RE_SEC-07_local,1,1.0,2.0,96.9,96.0,94.6
R-006_1_E1_RE_SEC-07_local,2,2.0,2.0,95.3,85.0,83.1
R-006_1_E1_RE_SEC-07_local,3,3.0,2.0,88.9,74.5,74.3
R-006_1_E1_RE_SEC-07_local,4,4.0,2.0,84.7,84.9,81.2
R-006_1_E1_RE_SEC-07_local,5,5.0,2.0,87.3,107.0,116.9
R-006_1_E1_RE_SEC-07_local,6,6.0,2.0,91.9,87.2,88.4
R-006_1_E1_RE_SEC-07_local,7,7.0,2.0,87.2,49.5,45.7
R-006_1_E1_RE_SEC-07_local,8,8.0,2.0,81.1,42.7,43.3
R-006_1_E1_RE_SEC-07_local,9,9.0,2.0,77.0,45.9,45.9
R-006_1_E1_RE_SEC-07_local,10,10.0,2.0,73.7,47.0,47.9
