section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E2_RE_SEC-04_local,1,1.0,2.0,101.9,89.0,86.1
R-009_1_E2_RE_SEC-04_local,2,2.0,2.0,88.5,75.5,75.5
R-009_1_E2_RE_SEC-04_local,3,3.0,2.0,83.7,75.4,76.1
R-009_1_E2_RE_SEC-04_local,4,4.0,2.0,81.7,73.8,73.6
R-009_1_E2_RE_SEC-04_local,5,5.0,2.0,79.7,70.9,69.9
R-009_1_E2_RE_SEC-04_local,6,6.0,2.0,78.1,70.8,73.2
R-009_1_E2_RE_SEC-04_local,7,7.0,2.0,77.1,72.3,72.4
R-009_1_E2_RE_SEC-04_local,8,8.0,2.0,76.6,72.8,71.7
R-009_1_E2_RE_SEC-04_local,9,9.0,2.0,76.1,74.9,75.1
R-009_1_E2_RE_SEC-04_local,10,10.0,2.0,76.3,83.6,84.7
R-009_1_E2_RE_SEC-04_local,11,11.0,2.0,77.4,84.4,83.1
