section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E2_RE_SEC-09_local,1,1.0,2.0,83.9,82.5,80.3
R-009_1_E2_RE_SEC-09_local,2,2.0,2.0,81.9,82.3,82.2
R-009_1_E2_RE_SEC-09_local,3,3.0,2.0,82.9,88.0,88.4
R-009_1_E2_RE_SEC-09_local,4,4.0,2.0,85.0,95.7,92.4
R-009_1_E2_RE_SEC-09_local,5,5.0,2.0,88.0,93.5,98.2
R-009_1_E2_RE_SEC-09_local,6,6.0,2.0,87.8,84.7,80.7
R-009_1_E2_RE_SEC-09_local,7,7.0,2.0,87.1,79.8,79.5
R-009_1_E2_RE_SEC-09_local,8,8.0,2.0,85.8,70.8,71.1
R-009_1_E2_RE_SEC-09_local,9,9.0,2.0,83.5,68.9,69.1
R-009_1_E2_RE_SEC-09_local,10,10.0,2.0,82.4,77.8,77.4
R-009_1_E2_RE_SEC-09_local,11,11.0,2.0,82.4,99.4,99.6
