section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E2_RE_SEC-05_local,1,1.0,2.0,98.4,94.3,90.4
R-009_1_E2_RE_SEC-05_local,2,2.0,2.0,93.6,87.9,87.8
R-009_1_E2_RE_SEC-05_local,3,3.0,2.0,91.3,86.5,86.2
R-009_1_E2_RE_SEC-05_local,4,4.0,2.0,90.0,88.1,88.3
R-009_1_E2_RE_SEC-05_local,5,5.0,2.0,90.0,89.6,89.1
R-009_1_E2_RE_SEC-05_local,6,6.0,2.0,89.9,88.0,89.8
R-009_1_E2_RE_SEC-05_local,7,7.0,2.0,89.4,83.8,83.8
R-009_1_E2_RE_SEC-05_local,8,8.0,2.0,88.4,74.9,73.5
R-009_1_E2_RE_SEC-05_local,9,9.0,2.0,86.2,66.0,63.4
R-009_1_E2_RE_SEC-05_local,10,10.0,2.0,83.9,71.3,74.3
