section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E2_RE_SEC-08_local,1,1.0,2.0,96.7,90.8,89.6
R-009_1_E2_RE_SEC-08_local,2,2.0,2.0,90.0,78.2,76.7
R-009_1_E2_RE_SEC-08_local,3,3.0,2.0,84.2,75.0,74.2
R-009_1_E2_RE_SEC-08_local,4,4.0,2.0,82.4,77.5,78.2
R-009_1_E2_RE_SEC-08_local,5,5.0,2.0,81.4,78.2,77.7
R-009_1_E2_RE_SEC-08_local,6,6.0,2.0,81.0,76.9,77.8
R-009_1_E2_RE_SEC-08_local,7,7.0,2.0,80.2,73.5,71.8
R-009_1_E2_RE_SEC-08_local,8,8.0,2.0,79.1,76.1,76.4
R-009_1_E2_RE_SEC-08_local,9,9.0,2.0,79.2,73.8,73.4
R-009_1_E2_RE_SEC-08_local,10,10.0,2.0,78.0,69.1,69.2
R-009_1_E2_RE_SEC-08_local,11,11.0,2.0,77.4,72.0,71.0
