section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-012_1_E2_RE_SEC-08_local,1,1.0,2.0,118.4,99.9,95.3
R-012_1_E2_RE_SEC-08_local,2,2.0,2.0,99.1,81.6,77.8
R-012_1_E2_RE_SEC-08_local,3,3.0,2.0,93.4,87.9,91.8
R-012_1_E2_RE_SEC-08_local,4,4.0,2.0,93.4,78.7,79.1
R-012_1_E2_RE_SEC-08_local,5,5.0,2.0,87.4,61.0,61.2
R-012_1_E2_RE_SEC-08_local,6,6.0,2.0,82.5,51.1,51.3
R-012_1_E2_RE_SEC-08_local,7,7.0,2.0,76.8,24.9,30.1
R-012_1_E2_RE_SEC-08_local,8,8.0,2.0,68.7,7.0,4.9
R-012_1_E2_RE_SEC-08_local,9,9.0,2.0,61.8,6.0,5.8
R-012_1_E2_RE_SEC-08_local,10,10.0,2.0,56.1,5.6,5.5
R-012_1_E2_RE_SEC-08_local,11,11.0,2.0,51.3,6.7,6.5
