section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-012_1_E2_RE_SEC-02_local,1,1.0,2.0,139.4,120.2,122.3
R-012_1_E2_RE_SEC-02_local,2,2.0,2.0,119.7,102.4,103.3
R-012_1_E2_RE_SEC-02_local,3,3.0,2.0,114.2,91.3,91.9
R-012_1_E2_RE_SEC-02_local,4,4.0,2.0,105.2,77.8,74.5
R-012_1_E2_RE_SEC-02_local,5,5.0,2.0,99.4,82.7,87.8
R-012_1_E2_RE_SEC-02_local,6,6.0,2.0,97.7,81.7,78.9
R-012_1_E2_RE_SEC-02_local,7,7.0,2.0,94.3,74.0,73.9
R-012_1_E2_RE_SEC-02_local,8,8.0,2.0,91.4,74.2,73.6
R-012_1_E2_RE_SEC-02_local,9,9.0,2.0,89.6,73.1,73.6
R-012_1_E2_RE_SEC-02_local,10,10.0,2.0,87.6,66.1,66.8
