section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-115_1_E2_RE_SEC-08_local,1,1.0,2.0,69.2,58.3,72.9
BU-115_1_E2_RE_SEC-08_local,2,2.0,2.0,57.8,45.4,43.4
BU-115_1_E2_RE_SEC-08_local,3,3.0,2.0,53.2,43.4,43.1
BU-115_1_E2_RE_SEC-08_local,4,4.0,2.0,50.5,46.0,46.5
BU-115_1_E2_RE_SEC-08_local,5,5.0,2.0,50.3,45.6,45.0
BU-115_1_E2_RE_SEC-08_local,6,6.0,2.0,48.9,43.4,43.6
BU-115_1_E2_RE_SEC-08_local,7,7.0,2.0,48.3,39.4,39.7
BU-115_1_E2_RE_SEC-08_local,8,8.0,2.0,46.5,29.3,30.2
BU-115_1_E2_RE_SEC-08_local,9,9.0,2.0,44.0,24.5,24.2
BU-115_1_E2_RE_SEC-08_local,10,10.0,2.0,42.0,20.8,21.1
BU-115_1_E2_RE_SEC-08_local,11,11.0,2.0,39.8,12.3,11.5
