section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-069_1_E1_RE_SEC-04_local,1,1.0,2.0,69.8,58.0,58.3
MU-069_1_E1_RE_SEC-04_local,2,2.0,2.0,57.2,58.4,60.6
MU-069_1_E1_RE_SEC-04_local,3,3.0,2.0,62.1,57.3,56.0
MU-069_1_E1_RE_SEC-04_local,4,4.0,2.0,57.3,44.0,44.5
MU-069_1_E1_RE_SEC-04_local,5,5.0,2.0,54.7,43.7,44.0
MU-069_1_E1_RE_SEC-04_local,6,6.0,2.0,52.6,38.5,39.4
MU-069_1_E1_RE_SEC-04_local,7,7.0,2.0,50.0,39.2,38.2
MU-069_1_E1_RE_SEC-04_local,8,8.0,2.0,49.3,69.5,65.8
MU-069_1_E1_RE_SEC-04_local,9,9.0,2.0,53.4,99.0,107.1
MU-069_1_E1_RE_SEC-04_local,10,10.0,2.0,57.1,84.4,84.9
MU-069_1_E1_RE_SEC-04_local,11,11.0,2.0,58.5,60.3,58.6
