section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-069_1_E1_RE_SEC-09_local,1,1.0,2.0,58.9,50.9,66.7
MU-069_1_E1_RE_SEC-09_local,2,2.0,2.0,49.9,37.7,34.7
MU-069_1_E1_RE_SEC-09_local,3,3.0,2.0,44.5,36.0,36.0
MU-069_1_E1_RE_SEC-09_local,4,4.0,2.0,42.9,37.9,38.4
MU-069_1_E1_RE_SEC-09_local,5,5.0,2.0,41.8,37.6,36.2
MU-069_1_E1_RE_SEC-09_local,6,6.0,2.0,41.1,39.6,40.5
MU-069_1_E1_RE_SEC-09_local,7,7.0,2.0,41.2,40.5,40.5
MU-069_1_E1_RE_SEC-09_local,8,8.0,2.0,40.9,40.8,40.2
MU-069_1_E1_RE_SEC-09_local,9,9.0,2.0,41.1,42.4,42.5
MU-069_1_E1_RE_SEC-09_local,10,10.0,2.0,41.2,42.6,42.0
MU-069_1_E1_RE_SEC-09_local,11,11.0,2.0,41.3,35.7,39.7
