section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-237_1_E2_RE_SEC-02_local,1,1.0,2.0,122.6,120.6,118.2
MU-237_1_E2_RE_SEC-02_local,2,2.0,2.0,120.0,132.7,127.7
MU-237_1_E2_RE_SEC-02_local,3,3.0,2.0,129.3,156.8,160.6
MU-237_1_E2_RE_SEC-02_local,4,4.0,2.0,137.7,164.4,166.4
MU-237_1_E2_RE_SEC-02_local,5,5.0,2.0,143.3,142.8,142.2
MU-237_1_E2_RE_SEC-02_local,6,6.0,2.0,139.4,117.7,118.2
MU-237_1_E2_RE_SEC-02_local,7,7.0,2.0,135.6,110.5,109.2
MU-237_1_E2_RE_SEC-02_local,8,8.0,2.0,132.0,108.1,107.1
MU-237_1_E2_RE_SEC-02_local,9,9.0,2.0,129.2,95.0,100.9
MU-237_1_E2_RE_SEC-02_local,10,10.0,2.0,124.6,73.8,69.6
