section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-086_1_E1_RE_SEC-02_local,1,1.0,2.0,70.3,65.3,75.6
BU-086_1_E1_RE_SEC-02_local,2,2.0,2.0,64.4,53.5,54.4
BU-086_1_E1_RE_SEC-02_local,3,3.0,2.0,58.2,46.9,45.4
BU-086_1_E1_RE_SEC-02_local,4,4.0,2.0,54.8,47.1,47.1
BU-086_1_E1_RE_SEC-02_local,5,5.0,2.0,53.6,47.8,48.3
BU-086_1_E1_RE_SEC-02_local,6,6.0,2.0,52.4,46.8,48.1
BU-086_1_E1_RE_SEC-02_local,7,7.0,2.0,51.6,45.0,44.5
BU-086_1_E1_RE_SEC-02_local,8,8.0,2.0,50.5,39.1,41.7
BU-086_1_E1_RE_SEC-02_local,9,9.0,2.0,48.7,23.2,25.9
BU-086_1_E1_RE_SEC-02_local,10,10.0,2.0,45.0,3.6,0.5
BU-086_1_E1_RE_SEC-02_local,11,11.0,2.0,40.7,1.6,4.1
