section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-080_1_E1_RE_SEC-04_local,1,1.0,2.0,81.8,77.5,78.0
BU-080_1_E1_RE_SEC-04_local,2,2.0,2.0,76.5,83.4,84.6
BU-080_1_E1_RE_SEC-04_local,3,3.0,2.0,82.8,77.9,74.0
BU-080_1_E1_RE_SEC-04_local,4,4.0,2.0,77.1,60.0,58.2
BU-080_1_E1_RE_SEC-04_local,5,5.0,2.0,73.4,55.7,57.8
BU-080_1_E1_RE_SEC-04_local,6,6.0,2.0,69.8,52.5,54.6
BU-080_1_E1_RE_SEC-04_local,7,7.0,2.0,67.6,51.8,49.3
BU-080_1_E1_RE_SEC-04_local,8,8.0,2.0,65.4,55.7,54.9
BU-080_1_E1_RE_SEC-04_local,9,9.0,2.0,64.8,84.0,90.2
BU-080_1_E1_RE_SEC-04_local,10,10.0,2.0,68.2,71.2,81.0
BU-080_1_E1_RE_SEC-04_local,11,11.0,2.0,65.4,41.4,38.1
