section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-011_1_E1_RE_SEC-08_local,1,1.0,2.0,97.4,87.1,86.4
R-011_1_E1_RE_SEC-08_local,2,2.0,2.0,86.2,70.8,66.7
R-011_1_E1_RE_SEC-08_local,3,3.0,2.0,79.5,67.0,67.2
R-011_1_E1_RE_SEC-08_local,4,4.0,2.0,76.1,65.1,65.3
R-011_1_E1_RE_SEC-08_local,5,5.0,2.0,73.6,56.2,61.2
R-011_1_E1_RE_SEC-08_local,6,6.0,2.0,69.5,47.1,39.9
R-011_1_E1_RE_SEC-08_local,7,7.0,2.0,66.0,43.1,46.6
R-011_1_E1_RE_SEC-08_local,8,8.0,2.0,62.9,42.3,40.3
R-011_1_E1_RE_SEC-08_local,9,9.0,2.0,60.6,43.1,43.6
R-011_1_E1_RE_SEC-08_local,10,10.0,2.0,58.7,43.7,43.9
