section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-011_1_E1_RE_SEC-02_local,1,1.0,2.0,94.1,84.1,81.9
R-011_1_E1_RE_SEC-02_local,2,2.0,2.0,83.1,61.5,61.5
R-011_1_E1_RE_SEC-02_local,3,3.0,2.0,71.9,40.3,47.5
R-011_1_E1_RE_SEC-02_local,4,4.0,2.0,60.6,22.8,19.3
R-011_1_E1_RE_SEC-02_local,5,5.0,2.0,51.5,15.3,15.6
R-011_1_E1_RE_SEC-02_local,6,6.0,2.0,44.7,11.5,12.0
R-011_1_E1_RE_SEC-02_local,7,7.0,2.0,39.3,7.1,5.6
R-011_1_E1_RE_SEC-02_local,8,8.0,2.0,34.7,8.8,10.6
R-011_1_E1_RE_SEC-02_local,9,9.0,2.0,32.1,3.1,0.4
R-011_1_E1_RE_SEC-02_local,10,10.0,2.0,28.1,3.7,2.9
R-011_1_E1_RE_SEC-02_local,11,11.0,2.0,25.5,30.4,29.0
