section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-002_1_E1_RE_SEC-03_local,1,1.0,2.0,84.9,65.5,72.4
R-002_1_E1_RE_SEC-03_local,2,2.0,2.0,65.0,43.7,41.3
R-002_1_E1_RE_SEC-03_local,3,3.0,2.0,56.4,36.9,36.9
R-002_1_E1_RE_SEC-03_local,4,4.0,2.0,50.2,34.3,33.3
R-002_1_E1_RE_SEC-03_local,5,5.0,2.0,47.0,38.2,38.2
R-002_1_E1_RE_SEC-03_local,6,6.0,2.0,46.0,43.8,43.7
R-002_1_E1_RE_SEC-03_local,7,7.0,2.0,46.1,43.9,45.7
R-002_1_E1_RE_SEC-03_local,8,8.0,2.0,45.5,37.2,37.2
R-002_1_E1_RE_SEC-03_local,9,9.0,2.0,44.1,32.9,32.6
R-002_1_E1_RE_SEC-03_local,10,10.0,2.0,42.9,19.1,21.1
R-002_1_E1_RE_SEC-03_local,11,11.0,2.0,39.5,2.8,2.2
