section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-002_1_E1_RE_SEC-05_local,1,1.0,2.0,70.1,63.7,73.0
R-002_1_E1_RE_SEC-05_local,2,2.0,2.0,62.6,60.9,60.0
R-002_1_E1_RE_SEC-05_local,3,3.0,2.0,63.9,70.4,71.6
R-002_1_E1_RE_SEC-05_local,4,4.0,2.0,66.7,75.3,75.2
R-002_1_E1_RE_SEC-05_local,5,5.0,2.0,68.5,65.5,71.8
R-002_1_E1_RE_SEC-05_local,6,6.0,2.0,66.3,49.8,41.3
R-002_1_E1_RE_SEC-05_local,7,7.0,2.0,63.3,53.9,56.4
R-002_1_E1_RE_SEC-05_local,8,8.0,2.0,63.1,55.2,56.5
R-002_1_E1_RE_SEC-05_local,9,9.0,2.0,61.4,54.7,53.7
R-002_1_E1_RE_SEC-05_local,10,10.0,2.0,61.4,63.0,64.2
R-002_1_E1_RE_SEC-05_local,11,11.0,2.0,61.6,64.0,64.6
