section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-019_1_E1_RE_SEC-02_local,1,1.0,2.0,113.9,105.4,105.8
R-019_1_E1_RE_SEC-02_local,2,2.0,2.0,104.5,78.6,76.7
R-019_1_E1_RE_SEC-02_local,3,3.0,2.0,90.2,54.9,54.9
R-019_1_E1_RE_SEC-02_local,4,4.0,2.0,79.4,51.6,52.9
R-019_1_E1_RE_SEC-02_local,5,5.0,2.0,74.5,49.6,46.4
R-019_1_E1_RE_SEC-02_local,6,6.0,2.0,69.1,47.4,49.4
R-019_1_E1_RE_SEC-02_local,7,7.0,2.0,66.5,50.0,50.2
R-019_1_E1_RE_SEC-02_local,8,8.0,2.0,64.2,47.8,48.2
R-019_1_E1_RE_SEC-02_local,9,9.0,2.0,62.2,48.4,46.6
R-019_1_E1_RE_SEC-02_local,10,10.0,2.0,60.9,50.8,52.3
R-019_1_E1_RE_SEC-02_local,11,11.0,2.0,60.1,47.0,50.0
