section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-077_1_E1_RE_SEC-10_local,1,1.0,2.0,88.6,80.0,78.9
BU-077_1_E1_RE_SEC-10_local,2,2.0,2.0,78.1,48.3,43.8
BU-077_1_E1_RE_SEC-10_local,3,3.0,2.0,62.0,35.3,35.1
BU-077_1_E1_RE_SEC-10_local,4,4.0,2.0,56.1,40.0,40.4
BU-077_1_E1_RE_SEC-10_local,5,5.0,2.0,52.6,42.4,42.2
BU-077_1_E1_RE_SEC-10_local,6,6.0,2.0,51.2,39.7,40.0
BU-077_1_E1_RE_SEC-10_local,7,7.0,2.0,48.7,42.0,41.6
BU-077_1_E1_RE_SEC-10_local,8,8.0,2.0,48.7,57.6,54.0
BU-077_1_E1_RE_SEC-10_local,9,9.0,2.0,50.7,59.2,58.0
BU-077_1_E1_RE_SEC-10_local,10,10.0,2.0,50.9,58.5,62.5
BU-077_1_E1_RE_SEC-10_local,11,11.0,2.0,52.2,65.0,69.2
