section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-077_1_E1_RE_SEC-09_local,1,1.0,2.0,76.5,61.7,54.7
BU-077_1_E1_RE_SEC-09_local,2,2.0,2.0,59.2,39.3,34.5
BU-077_1_E1_RE_SEC-09_local,3,3.0,2.0,51.2,41.8,41.7
BU-077_1_E1_RE_SEC-09_local,4,4.0,2.0,49.5,43.8,44.5
BU-077_1_E1_RE_SEC-09_local,5,5.0,2.0,47.8,41.2,42.2
BU-077_1_E1_RE_SEC-09_local,6,6.0,2.0,46.5,38.3,39.2
BU-077_1_E1_RE_SEC-09_local,7,7.0,2.0,45.0,23.6,22.1
BU-077_1_E1_RE_SEC-09_local,8,8.0,2.0,40.6,16.1,15.4
BU-077_1_E1_RE_SEC-09_local,9,9.0,2.0,38.4,26.4,27.5
BU-077_1_E1_RE_SEC-09_local,10,10.0,2.0,37.6,36.6,37.0
BU-077_1_E1_RE_SEC-09_local,11,11.0,2.0,38.0,43.7,44.0
