section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-054_1_E1_RE_SEC-07_local,1,1.0,2.0,103.8,93.0,90.9
MU-054_1_E1_RE_SEC-07_local,2,2.0,2.0,91.8,70.3,69.2
MU-054_1_E1_RE_SEC-07_local,3,3.0,2.0,81.3,63.2,63.4
MU-054_1_E1_RE_SEC-07_local,4,4.0,2.0,77.3,66.2,64.8
MU-054_1_E1_RE_SEC-07_local,5,5.0,2.0,75.1,55.7,58.2
MU-054_1_E1_RE_SEC-07_local,6,6.0,2.0,70.1,42.6,39.4
MU-054_1_E1_RE_SEC-07_local,7,7.0,2.0,65.8,39.5,39.3
MU-054_1_E1_RE_SEC-07_local,8,8.0,2.0,62.4,36.9,38.2
MU-054_1_E1_RE_SEC-07_local,9,9.0,2.0,59.3,35.3,34.3
MU-054_1_E1_RE_SEC-07_local,10,10.0,2.0,56.9,33.4,37.6
