section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-054_1_E1_RE_SEC-02_local,1,1.0,2.0,87.0,78.2,78.9
MU-054_1_E1_RE_SEC-02_local,2,2.0,2.0,77.7,67.5,66.1
MU-054_1_E1_RE_SEC-02_local,3,3.0,2.0,73.7,64.7,64.2
MU-054_1_E1_RE_SEC-02_local,4,4.0,2.0,71.1,64.6,65.0
MU-054_1_E1_RE_SEC-02_local,5,5.0,2.0,70.0,66.6,66.4
MU-054_1_E1_RE_SEC-02_local,6,6.0,2.0,69.6,65.2,66.0
MU-054_1_E1_RE_SEC-02_local,7,7.0,2.0,68.6,64.1,62.7
MU-054_1_E1_RE_SEC-02_local,8,8.0,2.0,68.2,61.7,62.2
MU-054_1_E1_RE_SEC-02_local,9,9.0,2.0,67.1,53.6,54.7
MU-054_1_E1_RE_SEC-02_local,10,10.0,2.0,65.2,47.9,47.1
MU-054_1_E1_RE_SEC-02_local,11,11.0,2.0,63.6,47.7,47.7
