section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-179_1_E1_RE_SEC-01_local,1,1.0,2.0,106.5,107.8,106.2
BU-179_1_E1_RE_SEC-01_local,2,2.0,2.0,107.4,99.4,103.7
BU-179_1_E1_RE_SEC-01_local,3,3.0,2.0,101.8,65.2,62.4
BU-179_1_E1_RE_SEC-01_local,4,4.0,2.0,87.7,42.9,42.2
BU-179_1_E1_RE_SEC-01_local,5,5.0,2.0,78.2,43.0,46.7
BU-179_1_E1_RE_SEC-01_local,6,6.0,2.0,71.5,33.1,148.0
BU-179_1_E1_RE_SEC-01_local,7,7.0,2.0,64.0,19.5,23.9
BU-179_1_E1_RE_SEC-01_local,8,8.0,2.0,57.4,7.3,2.9
BU-179_1_E1_RE_SEC-01_local,9,9.0,2.0,50.8,2.4,2.2
BU-179_1_E1_RE_SEC-01_local,10,10.0,2.0,46.0,2.5,4.0
BU-179_1_E1_RE_SEC-01_local,11,11.0,2.0,41.7,3.5,2.7
BU-179_1_E1_RE_SEC-01_local,12,12.0,2.0,38.6,7.8,5.4
