section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-179_1_E1_RE_SEC-05_local,1,1.0,2.0,66.3,59.9,76.9
BU-179_1_E1_RE_SEC-05_local,2,2.0,2.0,58.0,53.3,53.1
BU-179_1_E1_RE_SEC-05_local,3,3.0,2.0,57.3,56.1,56.6
BU-179_1_E1_RE_SEC-05_local,4,4.0,2.0,57.0,62.5,60.2
BU-179_1_E1_RE_SEC-05_local,5,5.0,2.0,59.4,79.1,81.1
BU-179_1_E1_RE_SEC-05_local,6,6.0,2.0,64.4,88.0,88.5
BU-179_1_E1_RE_SEC-05_local,7,7.0,2.0,67.8,79.3,78.6
BU-179_1_E1_RE_SEC-05_local,8,8.0,2.0,68.0,59.3,60.0
BU-179_1_E1_RE_SEC-05_local,9,9.0,2.0,65.9,44.7,42.7
BU-179_1_E1_RE_SEC-05_local,10,10.0,2.0,63.3,39.2,44.4
