section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-179_1_E1_RE_SEC-09_local,1,1.0,2.0,75.7,73.0,73.1
BU-179_1_E1_RE_SEC-09_local,2,2.0,2.0,72.4,63.9,63.4
BU-179_1_E1_RE_SEC-09_local,3,3.0,2.0,67.8,66.9,65.8
BU-179_1_E1_RE_SEC-09_local,4,4.0,2.0,69.6,68.1,70.7
BU-179_1_E1_RE_SEC-09_local,5,5.0,2.0,67.9,57.3,52.5
BU-179_1_E1_RE_SEC-09_local,6,6.0,2.0,65.5,49.1,51.1
BU-179_1_E1_RE_SEC-09_local,7,7.0,2.0,62.5,47.4,46.7
BU-179_1_E1_RE_SEC-09_local,8,8.0,2.0,61.0,54.0,53.7
BU-179_1_E1_RE_SEC-09_local,9,9.0,2.0,60.6,60.8,61.7
BU-179_1_E1_RE_SEC-09_local,10,10.0,2.0,60.9,64.8,64.1
BU-179_1_E1_RE_SEC-09_local,11,11.0,2.0,61.4,42.0,43.0
