section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-179_1_E1_RE_SEC-06_local,1,1.0,2.0,88.4,85.8,81.6
BU-179_1_E1_RE_SEC-06_local,2,2.0,2.0,84.3,79.2,80.0
BU-179_1_E1_RE_SEC-06_local,3,3.0,2.0,82.2,69.4,67.6
BU-179_1_E1_RE_SEC-06_local,4,4.0,2.0,76.8,61.5,61.3
BU-179_1_E1_RE_SEC-06_local,5,5.0,2.0,73.9,61.0,59.5
BU-179_1_E1_RE_SEC-06_local,6,6.0,2.0,71.6,57.7,58.5
BU-179_1_E1_RE_SEC-06_local,7,7.0,2.0,69.3,40.0,36.7
BU-179_1_E1_RE_SEC-06_local,8,8.0,2.0,63.9,31.9,35.3
BU-179_1_E1_RE_SEC-06_local,9,9.0,2.0,61.1,40.2,39.6
BU-179_1_E1_RE_SEC-06_local,10,10.0,2.0,59.0,41.6,42.2
BU-179_1_E1_RE_SEC-06_local,11,11.0,2.0,57.5,46.3,45.2
