section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-044_1_E2_RE_SEC-08_local,1,1.0,2.0,119.6,112.2,106.6
MU-044_1_E2_RE_SEC-08_local,2,2.0,2.0,111.6,95.5,98.1
MU-044_1_E2_RE_SEC-08_local,3,3.0,2.0,103.3,85.2,82.9
MU-044_1_E2_RE_SEC-08_local,4,4.0,2.0,98.1,84.1,87.0
MU-044_1_E2_RE_SEC-08_local,5,5.0,2.0,95.0,78.4,75.9
MU-044_1_E2_RE_SEC-08_local,6,6.0,2.0,91.1,72.4,72.7
MU-044_1_E2_RE_SEC-08_local,7,7.0,2.0,88.3,64.0,66.0
MU-044_1_E2_RE_SEC-08_local,8,8.0,2.0,84.2,44.5,40.9
MU-044_1_E2_RE_SEC-08_local,9,9.0,2.0,79.0,35.3,35.4
MU-044_1_E2_RE_SEC-08_local,10,10.0,2.0,74.6,40.8,42.2
