section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-017_1_E1_RE_SEC-09_local,1,1.0,2.0,122.7,111.1,107.9
R-017_1_E1_RE_SEC-09_local,2,2.0,2.0,110.0,92.1,93.8
R-017_1_E1_RE_SEC-09_local,3,3.0,2.0,101.9,80.6,79.3
R-017_1_E1_RE_SEC-09_local,4,4.0,2.0,95.0,68.8,70.8
R-017_1_E1_RE_SEC-09_local,5,5.0,2.0,88.7,56.5,55.3
R-017_1_E1_RE_SEC-09_local,6,6.0,2.0,82.5,45.8,43.8
R-017_1_E1_RE_SEC-09_local,7,7.0,2.0,76.4,42.9,43.4
R-017_1_E1_RE_SEC-09_local,8,8.0,2.0,72.2,35.8,36.2
R-017_1_E1_RE_SEC-09_local,9,9.0,2.0,67.0,27.8,28.4
R-017_1_E1_RE_SEC-09_local,10,10.0,2.0,62.9,27.0,27.3
R-017_1_E1_RE_SEC-09_local,11,11.0,2.0,59.3,13.3,12.4
