section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-037_1_E1_RE_SEC-09_local,1,1.0,2.0,96.1,101.1,94.7
MU-037_1_E1_RE_SEC-09_local,2,2.0,2.0,100.4,100.9,106.0
MU-037_1_E1_RE_SEC-09_local,3,3.0,2.0,99.2,77.4,73.1
MU-037_1_E1_RE_SEC-09_local,4,4.0,2.0,89.0,56.9,56.8
MU-037_1_E1_RE_SEC-09_local,5,5.0,2.0,82.4,74.1,73.6
MU-037_1_E1_RE_SEC-09_local,6,6.0,2.0,84.2,91.3,96.8
MU-037_1_E1_RE_SEC-09_local,7,7.0,2.0,85.1,79.1,75.2
MU-037_1_E1_RE_SEC-09_local,8,8.0,2.0,82.9,52.3,54.7
MU-037_1_E1_RE_SEC-09_local,9,9.0,2.0,77.9,30.1,26.9
MU-037_1_E1_RE_SEC-09_local,10,10.0,2.0,72.4,26.8,25.3
MU-037_1_E1_RE_SEC-09_local,11,11.0,2.0,68.5,34.5,37.3
