section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-037_1_E1_RE_SEC-04_local,1,1.0,2.0,90.9,84.7,83.2
MU-037_1_E1_RE_SEC-04_local,2,2.0,2.0,84.1,67.9,68.4
MU-037_1_E1_RE_SEC-04_local,3,3.0,2.0,75.3,56.3,58.3
MU-037_1_E1_RE_SEC-04_local,4,4.0,2.0,70.0,53.4,51.7
MU-037_1_E1_RE_SEC-04_local,5,5.0,2.0,66.5,66.1,66.7
MU-037_1_E1_RE_SEC-04_local,6,6.0,2.0,68.7,51.8,51.2
MU-037_1_E1_RE_SEC-04_local,7,7.0,2.0,62.5,26.0,26.9
MU-037_1_E1_RE_SEC-04_local,8,8.0,2.0,58.3,25.5,27.1
MU-037_1_E1_RE_SEC-04_local,9,9.0,2.0,54.3,15.9,16.0
MU-037_1_E1_RE_SEC-04_local,10,10.0,2.0,49.7,3.6,1.4
MU-037_1_E1_RE_SEC-04_local,11,11.0,2.0,44.9,4.3,4.8
