section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-167_1_E1_RE_SEC-08_local,1,1.0,2.0,80.3,77.4,77.4
BU-167_1_E1_RE_SEC-08_local,2,2.0,2.0,76.8,76.2,73.1
BU-167_1_E1_RE_SEC-08_local,3,3.0,2.0,77.4,73.7,76.1
BU-167_1_E1_RE_SEC-08_local,4,4.0,2.0,75.3,63.8,64.8
BU-167_1_E1_RE_SEC-08_local,5,5.0,2.0,71.8,48.5,47.4
BU-167_1_E1_RE_SEC-08_local,6,6.0,2.0,66.1,34.0,32.8
BU-167_1_E1_RE_SEC-08_local,7,7.0,2.0,61.0,26.6,27.9
BU-167_1_E1_RE_SEC-08_local,8,8.0,2.0,56.1,22.5,22.0
BU-167_1_E1_RE_SEC-08_local,9,9.0,2.0,52.2,22.0,21.9
BU-167_1_E1_RE_SEC-08_local,10,10.0,2.0,49.2,22.7,22.4
BU-167_1_E1_RE_SEC-08_local,11,11.0,2.0,46.9,16.5,19.4
