section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-167_1_E1_RE_SEC-09_local,1,1.0,2.0,106.4,93.9,90.0
BU-167_1_E1_RE_SEC-09_local,2,2.0,2.0,92.2,77.4,79.3
BU-167_1_E1_RE_SEC-09_local,3,3.0,2.0,86.3,69.9,71.4
BU-167_1_E1_RE_SEC-09_local,4,4.0,2.0,80.5,62.5,61.2
BU-167_1_E1_RE_SEC-09_local,5,5.0,2.0,76.5,50.7,51.6
BU-167_1_E1_RE_SEC-09_local,6,6.0,2.0,70.4,36.9,36.3
BU-167_1_E1_RE_SEC-09_local,7,7.0,2.0,65.0,28.2,27.9
BU-167_1_E1_RE_SEC-09_local,8,8.0,2.0,59.7,24.2,24.7
BU-167_1_E1_RE_SEC-09_local,9,9.0,2.0,55.9,20.1,23.2
BU-167_1_E1_RE_SEC-09_local,10,10.0,2.0,51.7,6.3,2.9
BU-167_1_E1_RE_SEC-09_local,11,11.0,2.0,46.8,0.5,1.0
