section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-167_1_E1_RE_SEC-05_local,1,1.0,2.0,93.0,81.5,82.2
BU-167_1_E1_RE_SEC-05_local,2,2.0,2.0,81.0,59.3,55.1
BU-167_1_E1_RE_SEC-05_local,3,3.0,2.0,70.2,46.1,47.1
BU-167_1_E1_RE_SEC-05_local,4,4.0,2.0,62.6,37.1,36.1
BU-167_1_E1_RE_SEC-05_local,5,5.0,2.0,56.1,30.8,30.8
BU-167_1_E1_RE_SEC-05_local,6,6.0,2.0,51.3,26.6,27.3
BU-167_1_E1_RE_SEC-05_local,7,7.0,2.0,47.1,21.6,20.2
BU-167_1_E1_RE_SEC-05_local,8,8.0,2.0,43.5,13.9,15.3
BU-167_1_E1_RE_SEC-05_local,9,9.0,2.0,39.5,16.7,12.7
BU-167_1_E1_RE_SEC-05_local,10,10.0,2.0,37.9,36.8,44.5
