section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-109_1_E1_RE_SEC-05_local,1,1.0,2.0,84.0,66.7,64.7
MU-109_1_E1_RE_SEC-05_local,2,2.0,2.0,65.6,51.1,52.6
MU-109_1_E1_RE_SEC-05_local,3,3.0,2.0,61.9,56.6,54.0
MU-109_1_E1_RE_SEC-05_local,4,4.0,2.0,61.0,60.1,59.7
MU-109_1_E1_RE_SEC-05_local,5,5.0,2.0,61.1,61.6,62.3
MU-109_1_E1_RE_SEC-05_local,6,6.0,2.0,61.2,61.9,59.8
MU-109_1_E1_RE_SEC-05_local,7,7.0,2.0,61.4,60.0,63.0
MU-109_1_E1_RE_SEC-05_local,8,8.0,2.0,60.9,59.1,53.1
MU-109_1_E1_RE_SEC-05_local,9,9.0,2.0,60.9,63.2,66.0
MU-109_1_E1_RE_SEC-05_local,10,10.0,2.0,61.4,54.1,53.8
MU-109_1_E1_RE_SEC-05_local,11,11.0,2.0,59.7,28.7,28.0
