section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-109_1_E1_RE_SEC-09_local,1,1.0,2.0,121.5,98.1,102.2
MU-109_1_E1_RE_SEC-09_local,2,2.0,2.0,97.7,74.0,74.0
MU-109_1_E1_RE_SEC-09_local,3,3.0,2.0,88.9,73.3,72.2
MU-109_1_E1_RE_SEC-09_local,4,4.0,2.0,84.4,71.1,70.4
MU-109_1_E1_RE_SEC-09_local,5,5.0,2.0,81.5,67.1,69.1
MU-109_1_E1_RE_SEC-09_local,6,6.0,2.0,78.4,64.7,63.2
MU-109_1_E1_RE_SEC-09_local,7,7.0,2.0,76.5,70.4,70.7
MU-109_1_E1_RE_SEC-09_local,8,8.0,2.0,76.4,83.3,78.2
MU-109_1_E1_RE_SEC-09_local,9,9.0,2.0,77.9,50.8,53.7
MU-109_1_E1_RE_SEC-09_local,10,10.0,2.0,72.0,4.5,4.6
MU-109_1_E1_RE_SEC-09_local,11,11.0,2.0,65.7,2.1,2.9
