section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-023_1_E3_RE_SEC-05_local,1,1.0,2.0,93.8,92.8,87.8
MU-023_1_E3_RE_SEC-05_local,2,2.0,2.0,92.3,96.9,97.6
MU-023_1_E3_RE_SEC-05_local,3,3.0,2.0,95.9,105.8,107.1
MU-023_1_E3_RE_SEC-05_local,4,4.0,2.0,99.1,103.6,105.7
MU-023_1_E3_RE_SEC-05_local,5,5.0,2.0,99.0,97.6,97.1
MU-023_1_E3_RE_SEC-05_local,6,6.0,2.0,98.6,85.7,86.7
MU-023_1_E3_RE_SEC-05_local,7,7.0,2.0,95.1,32.8,15.5
MU-023_1_E3_RE_SEC-05_local,8,8.0,2.0,86.0,4.9,4.1
MU-023_1_E3_RE_SEC-05_local,9,9.0,2.0,77.3,12.1,12.1
MU-023_1_E3_RE_SEC-05_local,10,10.0,2.0,69.0,17.5,20.2
MU-023_1_E3_RE_SEC-05_local,11,11.0,2.0,60.4,13.1,11.8
