section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-197_1_E2_RE_SEC-07_local,1,1.0,2.0,111.8,102.1,104.4
MU-197_1_E2_RE_SEC-07_local,2,2.0,2.0,102.0,88.4,86.2
MU-197_1_E2_RE_SEC-07_local,3,3.0,2.0,96.0,84.6,85.9
MU-197_1_E2_RE_SEC-07_local,4,4.0,2.0,93.1,86.1,85.8
MU-197_1_E2_RE_SEC-07_local,5,5.0,2.0,91.9,88.6,88.0
MU-197_1_E2_RE_SEC-07_local,6,6.0,2.0,91.6,90.8,92.6
MU-197_1_E2_RE_SEC-07_local,7,7.0,2.0,91.6,93.3,92.8
MU-197_1_E2_RE_SEC-07_local,8,8.0,2.0,92.0,96.9,97.3
MU-197_1_E2_RE_SEC-07_local,9,9.0,2.0,92.7,99.4,99.3
MU-197_1_E2_RE_SEC-07_local,10,10.0,2.0,93.3,98.5,98.4
MU-197_1_E2_RE_SEC-07_local,11,11.0,2.0,93.7,97.5,98.8
