section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-011_1_E2_RE_SEC-01_local,1,1.0,2.0,100.1,96.1,94.7
R-011_1_E2_RE_SEC-01_local,2,2.0,2.0,95.0,96.6,95.6
R-011_1_E2_RE_SEC-01_local,3,3.0,2.0,97.6,89.8,97.3
R-011_1_E2_RE_SEC-01_local,4,4.0,2.0,92.3,75.5,71.8
R-011_1_E2_RE_SEC-01_local,5,5.0,2.0,88.7,75.1,75.7
R-011_1_E2_RE_SEC-01_local,6,6.0,2.0,86.4,82.2,82.5
R-011_1_E2_RE_SEC-01_local,7,7.0,2.0,86.8,64.7,75.2
R-011_1_E2_RE_SEC-01_local,8,8.0,2.0,81.4,16.5,15.6
R-011_1_E2_RE_SEC-01_local,9,9.0,2.0,73.1,5.3,5.9
R-011_1_E2_RE_SEC-01_local,10,10.0,2.0,66.5,9.9,10.0
R-011_1_E2_RE_SEC-01_local,11,11.0,2.0,61.2,12.5,12.7
