section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-233_1_E1_RE_SEC-02_local,1,1.0,2.0,97.8,89.0,83.3
MU-233_1_E1_RE_SEC-02_local,2,2.0,2.0,88.0,72.5,79.4
MU-233_1_E1_RE_SEC-02_local,3,3.0,2.0,80.8,55.3,49.6
MU-233_1_E1_RE_SEC-02_local,4,4.0,2.0,72.0,39.6,37.1
MU-233_1_E1_RE_SEC-02_local,5,5.0,2.0,64.6,34.6,35.3
MU-233_1_E1_RE_SEC-02_local,6,6.0,2.0,59.1,31.2,31.4
MU-233_1_E1_RE_SEC-02_local,7,7.0,2.0,54.2,27.3,27.1
MU-233_1_E1_RE_SEC-02_local,8,8.0,2.0,50.4,26.8,29.0
MU-233_1_E1_RE_SEC-02_local,9,9.0,2.0,47.7,3.7,177.9
MU-233_1_E1_RE_SEC-02_local,10,10.0,2.0,41.1,20.6,25.8
MU-233_1_E1_RE_SEC-02_local,11,11.0,2.0,35.7,11.3,9.4
