section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-293_1_E3_RE_SEC-05_local,1,1.0,2.0,139.1,114.3,117.7
MU-293_1_E3_RE_SEC-05_local,2,2.0,2.0,114.0,80.7,77.5
MU-293_1_E3_RE_SEC-05_local,3,3.0,2.0,99.1,71.7,75.2
MU-293_1_E3_RE_SEC-05_local,4,4.0,2.0,92.0,59.1,56.8
MU-293_1_E3_RE_SEC-05_local,5,5.0,2.0,82.5,43.1,47.3
MU-293_1_E3_RE_SEC-05_local,6,6.0,2.0,75.4,37.4,34.3
MU-293_1_E3_RE_SEC-05_local,7,7.0,2.0,69.3,33.7,33.1
MU-293_1_E3_RE_SEC-05_local,8,8.0,2.0,64.6,32.5,33.2
MU-293_1_E3_RE_SEC-05_local,9,9.0,2.0,60.8,27.8,28.1
MU-293_1_E3_RE_SEC-05_local,10,10.0,2.0,57.0,24.9,23.3
MU-293_1_E3_RE_SEC-05_local,11,11.0,2.0,54.1,25.9,26.9
