section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-293_1_E3_RE_SEC-10_local,1,1.0,2.0,112.8,100.0,95.9
MU-293_1_E3_RE_SEC-10_local,2,2.0,2.0,99.3,74.8,73.8
MU-293_1_E3_RE_SEC-10_local,3,3.0,2.0,87.4,64.4,65.7
MU-293_1_E3_RE_SEC-10_local,4,4.0,2.0,81.8,50.9,51.4
MU-293_1_E3_RE_SEC-10_local,5,5.0,2.0,72.9,31.9,31.0
MU-293_1_E3_RE_SEC-10_local,6,6.0,2.0,64.9,27.1,27.2
MU-293_1_E3_RE_SEC-10_local,7,7.0,2.0,59.1,27.5,27.0
MU-293_1_E3_RE_SEC-10_local,8,8.0,2.0,55.0,29.4,29.6
MU-293_1_E3_RE_SEC-10_local,9,9.0,2.0,52.2,31.1,29.9
MU-293_1_E3_RE_SEC-10_local,10,10.0,2.0,49.9,34.5,34.6
MU-293_1_E3_RE_SEC-10_local,11,11.0,2.0,48.6,46.1,45.3
