section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-067_1_E1_RE_SEC-10_local,1,1.0,2.0,89.6,86.6,79.4
MU-067_1_E1_RE_SEC-10_local,2,2.0,2.0,84.9,66.3,70.5
MU-067_1_E1_RE_SEC-10_local,3,3.0,2.0,73.8,47.7,46.1
MU-067_1_E1_RE_SEC-10_local,4,4.0,2.0,66.1,45.3,45.0
MU-067_1_E1_RE_SEC-10_local,5,5.0,2.0,62.0,39.0,46.2
MU-067_1_E1_RE_SEC-10_local,6,6.0,2.0,56.9,17.1,11.6
MU-067_1_E1_RE_SEC-10_local,7,7.0,2.0,49.2,0.1,0.3
MU-067_1_E1_RE_SEC-10_local,8,8.0,2.0,42.6,1.3,1.6
MU-067_1_E1_RE_SEC-10_local,9,9.0,2.0,37.8,7.4,5.1
MU-067_1_E1_RE_SEC-10_local,10,10.0,2.0,35.4,13.8,17.0
MU-067_1_E1_RE_SEC-10_local,11,11.0,2.0,33.3,6.2,9.7
