section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-003_1_E2_RE_SEC-08_local,1,1.0,2.0,106.2,102.8,97.4
MU-003_1_E2_RE_SEC-08_local,2,2.0,2.0,101.8,93.1,91.9
MU-003_1_E2_RE_SEC-08_local,3,3.0,2.0,97.3,90.9,92.8
MU-003_1_E2_RE_SEC-08_local,4,4.0,2.0,96.3,94.1,94.7
MU-003_1_E2_RE_SEC-08_local,5,5.0,2.0,96.0,90.5,91.3
MU-003_1_E2_RE_SEC-08_local,6,6.0,2.0,94.3,89.0,89.3
MU-003_1_E2_RE_SEC-08_local,7,7.0,2.0,94.1,80.8,78.6
MU-003_1_E2_RE_SEC-08_local,8,8.0,2.0,91.1,68.3,73.1
MU-003_1_E2_RE_SEC-08_local,9,9.0,2.0,88.4,64.8,64.1
MU-003_1_E2_RE_SEC-08_local,10,10.0,2.0,86.0,56.0,51.6
MU-003_1_E2_RE_SEC-08_local,11,11.0,2.0,82.7,71.0,78.5
