section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-003_1_E2_RE_SEC-01_local,1,1.0,2.0,120.4,107.0,100.7
MU-003_1_E2_RE_SEC-01_local,2,2.0,2.0,105.6,91.8,92.8
MU-003_1_E2_RE_SEC-01_local,3,3.0,2.0,101.2,95.5,95.1
MU-003_1_E2_RE_SEC-01_local,4,4.0,2.0,100.4,78.6,78.1
MU-003_1_E2_RE_SEC-01_local,5,5.0,2.0,92.2,55.4,55.2
MU-003_1_E2_RE_SEC-01_local,6,6.0,2.0,85.4,41.7,43.8
MU-003_1_E2_RE_SEC-01_local,7,7.0,2.0,77.6,25.3,25.6
MU-003_1_E2_RE_SEC-01_local,8,8.0,2.0,70.5,32.1,25.0
MU-003_1_E2_RE_SEC-01_local,9,9.0,2.0,67.7,67.6,78.1
MU-003_1_E2_RE_SEC-01_local,10,10.0,2.0,69.6,56.6,53.7
MU-003_1_E2_RE_SEC-01_local,11,11.0,2.0,65.7,25.5,25.1
