section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-075_1_E1_RE_SEC-01_local,1,1.0,2.0,93.4,85.4,91.7
MU-075_1_E1_RE_SEC-01_local,2,2.0,2.0,84.8,69.1,68.5
MU-075_1_E1_RE_SEC-01_local,3,3.0,2.0,76.8,58.6,57.2
MU-075_1_E1_RE_SEC-01_local,4,4.0,2.0,71.3,55.8,55.4
MU-075_1_E1_RE_SEC-01_local,5,5.0,2.0,68.1,55.5,56.5
MU-075_1_E1_RE_SEC-01_local,6,6.0,2.0,65.9,50.8,50.1
MU-075_1_E1_RE_SEC-01_local,7,7.0,2.0,63.1,49.7,49.1
MU-075_1_E1_RE_SEC-01_local,8,8.0,2.0,61.8,48.8,49.5
MU-075_1_E1_RE_SEC-01_local,9,9.0,2.0,59.9,45.8,45.9
MU-075_1_E1_RE_SEC-01_local,10,10.0,2.0,58.6,44.1,43.3
MU-075_1_E1_RE_SEC-01_local,11,11.0,2.0,57.0,42.0,41.4
