section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-012_1_E1_RE_SEC-10_local,1,1.0,2.0,86.1,82.2,82.4
BU-012_1_E1_RE_SEC-10_local,2,2.0,2.0,81.2,73.0,71.2
BU-012_1_E1_RE_SEC-10_local,3,3.0,2.0,77.4,60.8,61.3
BU-012_1_E1_RE_SEC-10_local,4,4.0,2.0,71.0,45.0,46.7
BU-012_1_E1_RE_SEC-10_local,5,5.0,2.0,64.5,34.8,31.9
BU-012_1_E1_RE_SEC-10_local,6,6.0,2.0,59.0,32.0,32.5
BU-012_1_E1_RE_SEC-10_local,7,7.0,2.0,55.0,38.5,37.9
BU-012_1_E1_RE_SEC-10_local,8,8.0,2.0,53.6,51.1,52.5
BU-012_1_E1_RE_SEC-10_local,9,9.0,2.0,54.0,44.0,44.5
BU-012_1_E1_RE_SEC-10_local,10,10.0,2.0,51.5,32.4,30.3
BU-012_1_E1_RE_SEC-10_local,11,11.0,2.0,49.9,37.3,38.3
