section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-104_1_E1_RE_SEC-02_local,1,1.0,2.0,83.7,62.9,67.9
BU-104_1_E1_RE_SEC-02_local,2,2.0,2.0,62.8,51.7,53.0
BU-104_1_E1_RE_SEC-02_local,3,3.0,2.0,59.1,58.8,54.9
BU-104_1_E1_RE_SEC-02_local,4,4.0,2.0,60.7,61.8,65.0
BU-104_1_E1_RE_SEC-02_local,5,5.0,2.0,60.3,49.4,46.3
BU-104_1_E1_RE_SEC-02_local,6,6.0,2.0,56.6,43.2,43.1
BU-104_1_E1_RE_SEC-02_local,7,7.0,2.0,55.0,47.6,46.8
BU-104_1_E1_RE_SEC-02_local,8,8.0,2.0,54.2,31.7,36.1
BU-104_1_E1_RE_SEC-02_local,9,9.0,2.0,49.9,9.8,6.7
BU-104_1_E1_RE_SEC-02_local,10,10.0,2.0,45.4,4.0,4.2
