section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-041_1_E2_RE_SEC-02_local,1,1.0,2.0,123.9,107.2,102.0
MU-041_1_E2_RE_SEC-02_local,2,2.0,2.0,106.6,91.7,92.2
MU-041_1_E2_RE_SEC-02_local,3,3.0,2.0,101.9,91.5,93.3
MU-041_1_E2_RE_SEC-02_local,4,4.0,2.0,98.8,97.8,98.9
MU-041_1_E2_RE_SEC-02_local,5,5.0,2.0,100.3,131.3,130.1
MU-041_1_E2_RE_SEC-02_local,6,6.0,2.0,109.1,132.6,135.1
MU-041_1_E2_RE_SEC-02_local,7,7.0,2.0,109.2,112.4,109.8
MU-041_1_E2_RE_SEC-02_local,8,8.0,2.0,109.7,97.9,106.3
MU-041_1_E2_RE_SEC-02_local,9,9.0,2.0,106.1,44.2,34.1
MU-041_1_E2_RE_SEC-02_local,10,10.0,2.0,97.9,10.2,10.3
MU-041_1_E2_RE_SEC-02_local,11,11.0,2.0,90.7,7.0,5.6
