section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-046_1_E1_RE_SEC-03_local,1,1.0,2.0,119.8,118.5,116.4
MU-046_1_E1_RE_SEC-03_local,2,2.0,2.0,117.9,116.9,119.8
MU-046_1_E1_RE_SEC-03_local,3,3.0,2.0,117.9,85.0,80.0
MU-046_1_E1_RE_SEC-03_local,4,4.0,2.0,103.2,59.0,59.5
MU-046_1_E1_RE_SEC-03_local,5,5.0,2.0,94.1,65.4,67.2
MU-046_1_E1_RE_SEC-03_local,6,6.0,2.0,89.5,50.7,52.4
MU-046_1_E1_RE_SEC-03_local,7,7.0,2.0,81.2,41.2,40.2
MU-046_1_E1_RE_SEC-03_local,8,8.0,2.0,76.8,48.1,50.1
MU-046_1_E1_RE_SEC-03_local,9,9.0,2.0,72.7,49.6,45.1
MU-046_1_E1_RE_SEC-03_local,10,10.0,2.0,70.6,55.7,60.6
