section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-046_1_E1_RE_SEC-01_local,1,1.0,2.0,92.0,85.7,86.8
MU-046_1_E1_RE_SEC-01_local,2,2.0,2.0,84.2,72.1,70.1
MU-046_1_E1_RE_SEC-01_local,3,3.0,2.0,78.7,67.2,65.2
MU-046_1_E1_RE_SEC-01_local,4,4.0,2.0,75.6,68.6,69.1
MU-046_1_E1_RE_SEC-01_local,5,5.0,2.0,74.6,71.9,71.3
MU-046_1_E1_RE_SEC-01_local,6,6.0,2.0,74.2,73.9,73.7
MU-046_1_E1_RE_SEC-01_local,7,7.0,2.0,74.2,76.3,75.5
MU-046_1_E1_RE_SEC-01_local,8,8.0,2.0,74.5,78.3,79.1
MU-046_1_E1_RE_SEC-01_local,9,9.0,2.0,75.1,75.6,77.9
MU-046_1_E1_RE_SEC-01_local,10,10.0,2.0,74.8,49.5,50.6
MU-046_1_E1_RE_SEC-01_local,11,11.0,2.0,70.9,27.7,27.8
