section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-284_1_E1_RE_SEC-04_local,1,1.0,2.0,103.0,95.7,89.9
MU-284_1_E1_RE_SEC-04_local,2,2.0,2.0,94.6,85.0,85.1
MU-284_1_E1_RE_SEC-04_local,3,3.0,2.0,90.7,79.2,81.1
MU-284_1_E1_RE_SEC-04_local,4,4.0,2.0,86.8,74.2,73.7
MU-284_1_E1_RE_SEC-04_local,5,5.0,2.0,84.0,85.9,81.6
MU-284_1_E1_RE_SEC-04_local,6,6.0,2.0,86.7,78.9,83.4
MU-284_1_E1_RE_SEC-04_local,7,7.0,2.0,82.8,61.0,61.8
MU-284_1_E1_RE_SEC-04_local,8,8.0,2.0,79.9,60.9,62.1
MU-284_1_E1_RE_SEC-04_local,9,9.0,2.0,77.7,55.6,54.5
MU-284_1_E1_RE_SEC-04_local,10,10.0,2.0,74.9,88.2,87.7
MU-284_1_E1_RE_SEC-04_local,11,11.0,2.0,78.8,131.4,132.7
