section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-284_1_E1_RE_SEC-08_local,1,1.0,2.0,115.7,99.7,109.0
MU-284_1_E1_RE_SEC-08_local,2,2.0,2.0,99.2,66.4,58.2
MU-284_1_E1_RE_SEC-08_local,3,3.0,2.0,82.8,49.4,50.1
MU-284_1_E1_RE_SEC-08_local,4,4.0,2.0,73.3,48.6,49.0
MU-284_1_E1_RE_SEC-08_local,5,5.0,2.0,68.6,55.5,54.5
MU-284_1_E1_RE_SEC-08_local,6,6.0,2.0,67.1,60.4,59.3
MU-284_1_E1_RE_SEC-08_local,7,7.0,2.0,66.1,58.9,59.7
MU-284_1_E1_RE_SEC-08_local,8,8.0,2.0,65.0,62.7,63.8
MU-284_1_E1_RE_SEC-08_local,9,9.0,2.0,65.3,65.5,66.4
MU-284_1_E1_RE_SEC-08_local,10,10.0,2.0,65.1,59.4,59.4
MU-284_1_E1_RE_SEC-08_local,11,11.0,2.0,64.2,61.7,59.9
