section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-033_1_E1_RE_SEC-10_local,1,1.0,2.0,98.8,89.4,85.1
MU-033_1_E1_RE_SEC-10_local,2,2.0,2.0,87.9,75.9,76.1
MU-033_1_E1_RE_SEC-10_local,3,3.0,2.0,83.3,74.2,75.7
MU-033_1_E1_RE_SEC-10_local,4,4.0,2.0,81.0,67.3,64.2
MU-033_1_E1_RE_SEC-10_local,5,5.0,2.0,76.8,57.6,59.0
MU-033_1_E1_RE_SEC-10_local,6,6.0,2.0,73.2,52.7,53.6
MU-033_1_E1_RE_SEC-10_local,7,7.0,2.0,69.9,47.2,48.3
MU-033_1_E1_RE_SEC-10_local,8,8.0,2.0,66.6,27.8,28.1
MU-033_1_E1_RE_SEC-10_local,9,9.0,2.0,61.0,8.1,7.8
MU-033_1_E1_RE_SEC-10_local,10,10.0,2.0,55.5,6.4,5.9
MU-033_1_E1_RE_SEC-10_local,11,11.0,2.0,50.9,8.1,7.2
