section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-063_1_E3_RE_SEC-07_local,1,1.0,2.0,111.1,97.2,94.3
MU-063_1_E3_RE_SEC-07_local,2,2.0,2.0,96.9,90.5,95.3
MU-063_1_E3_RE_SEC-07_local,3,3.0,2.0,96.0,84.6,82.6
MU-063_1_E3_RE_SEC-07_local,4,4.0,2.0,90.8,77.0,79.8
MU-063_1_E3_RE_SEC-07_local,5,5.0,2.0,88.4,68.6,63.9
MU-063_1_E3_RE_SEC-07_local,6,6.0,2.0,83.2,65.9,68.1
MU-063_1_E3_RE_SEC-07_local,7,7.0,2.0,81.8,77.7,76.0
MU-063_1_E3_RE_SEC-07_local,8,8.0,2.0,81.9,81.2,79.9
MU-063_1_E3_RE_SEC-07_local,9,9.0,2.0,81.7,76.3,78.3
MU-063_1_E3_RE_SEC-07_local,10,10.0,2.0,80.7,68.8,67.6
MU-063_1_E3_RE_SEC-07_local,11,11.0,2.0,79.3,60.9,58.9
