section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-083_1_E1_RE_SEC-05_local,1,1.0,2.0,71.9,64.2,66.2
BU-083_1_E1_RE_SEC-05_local,2,2.0,2.0,63.0,51.1,52.3
BU-083_1_E1_RE_SEC-05_local,3,3.0,2.0,57.9,46.6,45.2
BU-083_1_E1_RE_SEC-05_local,4,4.0,2.0,54.7,48.5,48.1
BU-083_1_E1_RE_SEC-05_local,5,5.0,2.0,54.1,56.4,57.9
BU-083_1_E1_RE_SEC-05_local,6,6.0,2.0,55.3,55.7,56.2
BU-083_1_E1_RE_SEC-05_local,7,7.0,2.0,54.5,51.5,51.1
BU-083_1_E1_RE_SEC-05_local,8,8.0,2.0,54.3,53.1,50.6
BU-083_1_E1_RE_SEC-05_local,9,9.0,2.0,54.2,36.6,38.4
BU-083_1_E1_RE_SEC-05_local,10,10.0,2.0,50.8,17.9,20.9
BU-083_1_E1_RE_SEC-05_local,11,11.0,2.0,47.7,1.3,5.4
