section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-117_1_E2_RE_SEC-06_local,1,1.0,2.0,104.5,98.5,93.9
BU-117_1_E2_RE_SEC-06_local,2,2.0,2.0,97.9,85.4,83.5
BU-117_1_E2_RE_SEC-06_local,3,3.0,2.0,91.5,78.4,80.4
BU-117_1_E2_RE_SEC-06_local,4,4.0,2.0,87.9,79.2,80.6
BU-117_1_E2_RE_SEC-06_local,5,5.0,2.0,86.5,41.2,43.6
BU-117_1_E2_RE_SEC-06_local,6,6.0,2.0,74.8,1.9,0.4
BU-117_1_E2_RE_SEC-06_local,7,7.0,2.0,64.6,4.5,5.4
BU-117_1_E2_RE_SEC-06_local,8,8.0,2.0,56.9,4.9,3.5
BU-117_1_E2_RE_SEC-06_local,9,9.0,2.0,50.1,3.9,4.3
BU-117_1_E2_RE_SEC-06_local,10,10.0,2.0,44.9,7.0,7.2
BU-117_1_E2_RE_SEC-06_local,11,11.0,2.0,41.1,8.4,9.2
