section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-237_1_E1_RE_SEC-08_local,1,1.0,2.0,109.5,97.7,95.3
MU-237_1_E1_RE_SEC-08_local,2,2.0,2.0,96.9,79.5,85.0
MU-237_1_E1_RE_SEC-08_local,3,3.0,2.0,89.3,65.9,61.9
MU-237_1_E1_RE_SEC-08_local,4,4.0,2.0,81.1,58.4,59.3
MU-237_1_E1_RE_SEC-08_local,5,5.0,2.0,76.5,50.4,52.1
MU-237_1_E1_RE_SEC-08_local,6,6.0,2.0,70.8,53.4,46.9
MU-237_1_E1_RE_SEC-08_local,7,7.0,2.0,70.0,56.2,61.4
MU-237_1_E1_RE_SEC-08_local,8,8.0,2.0,67.2,48.8,45.8
MU-237_1_E1_RE_SEC-08_local,9,9.0,2.0,65.1,37.3,38.5
MU-237_1_E1_RE_SEC-08_local,10,10.0,2.0,61.3,30.4,153.9
MU-237_1_E1_RE_SEC-08_local,11,11.0,2.0,58.8,33.3,38.3
