section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-029_1_E2_RE_SEC-06_local,1,1.0,2.0,138.9,137.4,133.8
MU-029_1_E2_RE_SEC-06_local,2,2.0,2.0,136.9,133.8,132.2
MU-029_1_E2_RE_SEC-06_local,3,3.0,2.0,135.4,111.9,113.5
MU-029_1_E2_RE_SEC-06_local,4,4.0,2.0,124.9,74.0,74.1
MU-029_1_E2_RE_SEC-06_local,5,5.0,2.0,112.4,56.7,54.5
MU-029_1_E2_RE_SEC-06_local,6,6.0,2.0,102.3,52.0,53.5
MU-029_1_E2_RE_SEC-06_local,7,7.0,2.0,94.2,43.9,43.5
MU-029_1_E2_RE_SEC-06_local,8,8.0,2.0,86.2,37.6,37.9
MU-029_1_E2_RE_SEC-06_local,9,9.0,2.0,80.0,37.1,37.6
MU-029_1_E2_RE_SEC-06_local,10,10.0,2.0,74.7,36.2,36.3
