section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-174_1_E2_RE_SEC-08_local,1,1.0,2.0,108.4,104.1,100.1
BU-174_1_E2_RE_SEC-08_local,2,2.0,2.0,103.4,94.4,95.5
BU-174_1_E2_RE_SEC-08_local,3,3.0,2.0,98.9,90.9,88.9
BU-174_1_E2_RE_SEC-08_local,4,4.0,2.0,97.0,91.6,92.3
BU-174_1_E2_RE_SEC-08_local,5,5.0,2.0,95.9,97.8,97.4
BU-174_1_E2_RE_SEC-08_local,6,6.0,2.0,97.3,92.0,93.3
BU-174_1_E2_RE_SEC-08_local,7,7.0,2.0,94.8,69.4,69.7
BU-174_1_E2_RE_SEC-08_local,8,8.0,2.0,90.5,58.3,58.7
BU-174_1_E2_RE_SEC-08_local,9,9.0,2.0,86.8,44.6,47.2
BU-174_1_E2_RE_SEC-08_local,10,10.0,2.0,81.4,20.4,18.0
BU-174_1_E2_RE_SEC-08_local,11,11.0,2.0,75.1,7.2,5.0
