section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-115_1_E1_RE_SEC-02_local,1,1.0,2.0,82.5,79.6,78.1
BU-115_1_E1_RE_SEC-02_local,2,2.0,2.0,78.5,62.1,64.5
BU-115_1_E1_RE_SEC-02_local,3,3.0,2.0,68.7,44.6,43.5
BU-115_1_E1_RE_SEC-02_local,4,4.0,2.0,61.2,44.9,47.2
BU-115_1_E1_RE_SEC-02_local,5,5.0,2.0,58.8,47.9,47.2
BU-115_1_E1_RE_SEC-02_local,6,6.0,2.0,56.4,37.5,36.1
BU-115_1_E1_RE_SEC-02_local,7,7.0,2.0,52.4,25.5,26.9
BU-115_1_E1_RE_SEC-02_local,8,8.0,2.0,48.5,14.3,17.4
BU-115_1_E1_RE_SEC-02_local,9,9.0,2.0,43.9,1.8,5.2
BU-115_1_E1_RE_SEC-02_local,10,10.0,2.0,38.4,7.1,7.6
BU-115_1_E1_RE_SEC-02_local,11,11.0,2.0,34.4,0.4,1.1
