section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-017_1_E1_RE_SEC-03_local,1,1.0,2.0,100.2,91.1,89.7
MU-017_1_E1_RE_SEC-03_local,2,2.0,2.0,90.7,81.3,81.1
MU-017_1_E1_RE_SEC-03_local,3,3.0,2.0,87.5,75.9,76.3
MU-017_1_E1_RE_SEC-03_local,4,4.0,2.0,83.2,67.4,66.0
MU-017_1_E1_RE_SEC-03_local,5,5.0,2.0,79.2,64.8,65.6
MU-017_1_E1_RE_SEC-03_local,6,6.0,2.0,76.9,57.5,57.8
MU-017_1_E1_RE_SEC-03_local,7,7.0,2.0,73.0,47.6,48.6
MU-017_1_E1_RE_SEC-03_local,8,8.0,2.0,69.6,50.9,49.5
MU-017_1_E1_RE_SEC-03_local,9,9.0,2.0,68.0,45.5,47.0
MU-017_1_E1_RE_SEC-03_local,10,10.0,2.0,64.8,33.0,30.8
MU-017_1_E1_RE_SEC-03_local,11,11.0,2.0,61.7,28.6,29.5
